id,price
655,13761.17
656,9483.35
657,11816.52521
658,6768.43
659,9448.32
660,9305.47
661,2168.48
662,12214.32
663,12317.61
664,7993.27
665,10911.31
666,10144.42
667,9376.68
668,3038.44
669,9897.18
670,16776.89
671,19300.46
672,8181.04
673,12173.35
674,14855.69
675,10745.79
676,10417.55
677,17613.69
678,19674.22
679,13997.93
680,15307.33
681,9310.83
682,16478.21
683,10635.87
684,14221.47
685,11525.78
686,20676.55
687,13555.66
688,11388.09
689,14490.47
690,6994.72
691,10002.82
692,27207.46
693,21100.56
694,9155.23
695,11997.35
696,12869.73
697,10492.7
698,16120.37
699,10004.51
700,18480.27
701,6160.6
702,6973.47
703,14722.63
704,9850.71
705,10794.02
706,7737.7
707,15643.82
708,12192.26
709,19625.2
710,15404.89
711,16308.91
712,15810.39
713,10943.86
714,15256.91
715,9859.8
716,3738.33
717,6953.5
718,8600.25
719,12489.01
720,20651.94
721,10415.09
722,16463.18
723,8488.79
724,15938.89
725,6481.02
726,11938.56
727,8802.11
728,9652.2
729,6694.76
730,11523.52
731,18749.97
732,9352.28
733,12063.3
734,9743.55
735,17503.27
736,18761.55
737,17980.7
738,10948.11
739,15613.41
740,11950.84
741,16551.99
742,7117.46
743,13768.29
744,10863.45
745,17894.87
746,18958.18
747,16776.89
748,7566.67
749,5833.74
750,16758.32
751,10752.92
752,7516.92
753,9337.06
754,7582.65
755,8738.44
756,21755.93
757,16724.33
758,8674.11
759,10685.24
760,6214.5
761,14844.55
762,11181.1
763,12962.37
764,7574.94
765,2970.65
766,10395.95
767,18655.94
768,19203.92
769,10023.4
770,10818.82
771,18052.18
772,6128.51
773,10156.96
774,17240.23
775,10184.29
776,9298.41
777,17062.4
778,9443.04
779,3077.43
780,8087.04
781,9145.84
782,10189.7
783,11339.73
784,11647.07
785,16050.81
786,10414.27
787,39530.49
788,5339.58
789,9583.43
790,18245.43
791,14183.52
792,26218.77
793,1878.85
794,18611.55
795,10418.77
796,4965.4
797,2517.4
798,10757.95
799,8771.73
800,10721.2
801,11684.88
802,9714.76
803,14913.13
804,11644.57
805,13550.77
806,5124.81
807,8561.73
808,18847.135
809,15374.73
810,11703.07
811,12031.02
812,13463.11
813,12170.79
814,20546.28
815,3484.85
816,6595.88
817,13438.12
818,10141.11
819,10625.12
820,21731.25
821,3564.9
822,10722.68
823,9761.67
824,6907.06
825,10536.59
826,12771.52
827,10956.21333
828,13067.9
829,10921.5379
830,19175.58
831,6351.13
832,10547.67
833,13807.53
834,12715.9
835,18178.1
836,14405.86
837,18401.02
838,9666.52
839,8191.09
840,10552.12
841,14928.74
842,11338.67
843,18196.38
844,3327.92
845,7537.44
846,12254
847,8936.14
848,13748.78
849,10784.05
850,8972.94
851,10689.28
852,15441.90333
853,18531.68
854,14951.92
855,11347.34
856,4370.87
857,17466.74
858,8071.25
859,7663.59
860,10165.81
861,11226.85
862,10648.19
863,8472.17
864,10309.04
865,17406.62
866,16533.82
867,18010.78
868,16175.53
869,14405.21
870,14194.7
871,13407.88
872,9828.12
873,9668.65
874,11311.44
875,17041.88
876,16693.66
877,17753.99
878,12597.46
879,18902.94
880,10134.82
881,13265.17
882,6916.44
883,12871.09
884,14281.47
885,7446.49
886,8123.87
887,10242.33
888,8951.35
889,24463.64
890,12589.52
891,20675.74
892,12847.06
893,7349.49
894,10411.1
895,9793.07
896,28684.63
897,17370.43
898,6382.13
899,9035.81
900,9393.73
901,10736.13
902,10207.05
903,17252.76
904,13330.07
905,11300.84
906,7683.41
907,11035.26
908,10088.4
909,10640.35
910,10651.95
911,8762.035
912,7913.09
913,6945.63
914,13295.51
915,9276.01
916,9480.91
917,10017.38
918,9663.27
919,19196.53
920,10494.19
921,8823.69
922,10159.42
923,17881.91
924,18440.24
925,12008.01
926,6653.05
927,13762.4
928,11130.87
929,12784.88
930,15748.24
931,9214.01
932,7135.27
933,10525.9
934,7976.33
935,7544.2
936,9964.26
937,11605.73
938,11980.54
939,15020.31
940,13916.83
941,9271.1
942,12317.61
943,23734.64
944,14940.58
945,10545.66
946,14090.41
947,19053.02
948,10029.54
949,9590.67
950,18532.4
951,9889.54
952,12519.85
953,19045.73
954,16097.27
955,15089.45
956,9075.14
957,9649.43
958,12479.2
959,9929.83
960,14943.42
961,15881.37
962,15116.78
963,11463.97
964,9724.91
965,11005.0025
966,13289.02
967,16580.25
968,19313.02
969,16027.69
970,12578.52
971,5870.52
972,9797.02
973,10016.00333
974,10519.21
975,10204.85
976,18478.18
977,6477.86
978,10453.65
979,12455.96
980,16660.14
981,18112.93
982,15561.12
983,6912.44
984,18208.31
985,12886.35
986,4886.48
987,10997.97
988,15296.27
989,6940.55
990,13182.77
991,10224.1
992,12500.23
993,11279.88
994,17319.36
995,9828.58
996,12051.28
997,9234.05
998,11744.98
999,21647.56
1000,15943.3
1001,7774.94
1002,18673.14
1003,15425.5
1004,8826.33
1005,16587.81
1006,9443.04
1007,8391.2
1008,13194.37
1009,8448.74
1010,7949.5
1011,7814.32
1012,11299.95
1013,17130.81
1014,4131.33
1015,16883.31
1016,14193.87
1017,11769.75
1018,11495.56
1019,10040.35
1020,8955.07
1021,11124.78
1022,14013.5
1023,7734.88
1024,11977.58
1025,15401.15
1026,15409.68
1027,6931.35
1028,8881.67
1029,15642.41
1030,3769.19
1031,10281.67
1032,8182.64
1033,8518.35
1034,10708.99
1035,7551.93
1036,13069.5
1037,32704.37
1038,23081.88
1039,8016.03
1040,11242.97
1041,10017.38
1042,11930.88
1043,16084.69
1044,7644.72
1045,17067.28
1046,11535.95
1047,10272.73
1048,18173.73
1049,9466.830833
1050,15271.89
1051,15665.92
1052,8835.440714
1053,8499.53
1054,22927.2
1055,9805.11
1056,7301.62
1057,12031.6
1058,20530.07
1059,18402.7
1060,12423.62
1061,25577.59
1062,11426.08
1063,4298.92
1064,11461.57
1065,10434.82
1066,22201.79
1067,14563.73
1068,9705.09
1069,17938.48
1070,15020.31
1071,11930.53
1072,17250.23
1073,13959.19
1074,8779.97
1075,9276.93
1076,16917.84
1077,10138.15048
1078,10519.26
1079,12581.68
1080,22261.49
1081,16774.94
1082,15359.62
1083,15996.59
1084,15198.1
1085,17767.43
1086,7342.08
1087,11458.55
1088,10620.17
1089,18084.67
1090,8623.86
1091,8012.7
1092,18808.38
1093,12169.81
1094,17213.66
1095,10749.89
1096,4135.46
1097,9505.06
1098,14641.7
1099,8211.13
1100,10258.53
1101,16451.58
1102,11586.63
1103,7162.16
1104,12367.85
1105,12367.52
1106,24073.1
1107,20476.77
1108,24117.1
1109,8310.62
1110,10217.9
1111,16982.97
1112,16787.1
1113,11999.77
1114,10372.73
1115,19590.54
1116,12450.38
1117,10863.45
1118,6927.35
1119,3604.01
1120,8751.89
1121,5352.88
1122,6612.93
1123,7856.75
1124,10478.19
1125,9568.65
1126,9394.14
1127,7106.73
1128,9608.1
1129,17430.64
1130,18948.67
1131,8046.61
1132,21877.97
1133,4201.87
1134,11412.09
1135,16685.02767
1136,8548.93
1137,11387.39
1138,7628.93
1139,8244.26
1140,13702.74
1141,11879.63
1142,18569.59
1143,8056.48
1144,10409.18
1145,6494.09
1146,11607.82
1147,17638.8
1148,9242.56
1149,8012.57
1150,10692.41
1151,19384.88
1152,19964.61
1153,10912.95
1154,10116.08
1155,5943.56
1156,14904
1157,10547.83
1158,24659.38
1159,12660.98
1160,13558.43
1161,7284.45
1162,15548.15
1163,15934.92
1164,10906.72
1165,17362.01
1166,20350.11
1167,9341.29
1168,8490.57
1169,10082.56
1170,18497.52
1171,19913.08
1172,15870.87
1173,8612.64
1174,15186.95
1175,9635.82
1176,10929.42
1177,16082.77
1178,39246.43
1179,9915.048333
1180,18960.63
1181,6198.87
1182,17347.50333
1183,11376.45
1184,4809.14
1185,17238.7
1186,18038.6
1187,16121.38
1188,20919.39
1189,14481.25
1190,9371.32
1191,11357.72
1192,9867.09
1193,11008.91
1194,8004.37
1195,12241.44
1196,11151.98
1197,18912.31
1198,11296.63
1199,5481.47
1200,5618.7
1201,14264.28
1202,12567.99
1203,18881.82
1204,6176.67
1205,9955.43
1206,11339.18
1207,11547.77
1208,7226.54
1209,8477.78
1210,7991.2
1211,7122.21
1212,15055.78
1213,9483.35
1214,8025.66
1215,15805.72
1216,8028.36
1217,10771.93
1218,5921.53
1219,18853.48
1220,6963.05
1221,7777.38
1222,6769.95
1223,17096.31
1224,16979.34
1225,15909.37
1226,10625.04
1227,10406.85
1228,18077.41
1229,14314.13
1230,7891.14
1231,14609.82
1232,17681.24
1233,13030.97
1234,7528.87
1235,5606.09
1236,5053.58
1237,17638.8
1238,18631.79
1239,9126.11
1240,16289.78
1241,3178.986667
1242,12275.06
1243,10790.76
1244,16165.63
1245,6571.16
1246,10297.51
1247,9642.33
1248,8849.57
1249,11025.16
1250,15575.75
1251,9412.83
1252,11195.79
1253,9433.4
1254,9546.29
1255,12116.51
1256,8889.43
1257,5985.15
1258,14487.52
1259,11854.92
1260,10799.94
1261,14496.28
1262,18385.11
1263,9502.11
1264,5140.88
1265,12649.33
1266,12978.95
1267,7098.2
1268,6843.95
1269,14950.54
1270,11093.11
1271,19221.99
1272,9332.36
1273,14237
1274,6681.62
1275,7186.66
1276,14918.15
1277,23942.22
1278,22554.59
1279,17516.14
1280,14754.18
1281,2384.96
1282,12885.32
1283,10773.9
1284,4154.25
1285,9439.81
1286,16079.46
1287,17296.99
1288,16400.23
1289,11409.82
1290,3590.36
1291,9779.75
1292,7476.43
1293,14497.74
1294,16631.77
1295,10760.93
1296,10597.26
1297,12541.44
1298,11339.43
1299,15004.6
1300,6419.22
1301,9967.1
1302,11472.54
1303,11450.61
1304,17430.64
1305,10484.18
1306,5596.36
1307,6410.14
1308,10222.52
1309,16598.96
1310,9560.15
1311,7710.81
1312,9182.74
1313,14307.25
1314,9587.78
1315,15767.34
1316,13616.82
1317,13814.57
1318,10284.87
1319,15779.92
1320,13739.14
1321,8428.48
1322,12413.31
1323,10112.27
1324,15384.04
1325,8963.01
1326,9779.99
1327,21609.67
1328,13153.34
1329,3979.71
1330,12032.91
1331,9479.63
1332,8538.93
1333,10822
1334,16132.115
1335,14358.71
1336,10426.82
1337,7793.12
1338,12451
1339,21204.74
1340,8858.24
1341,7514.18
1342,16204.81
1343,2424.78
1344,11078.13
1345,14045.57
1346,12738.79
1347,15076.97
1348,7718.56
1349,16044.389
1350,8754.11
1351,17268.01
1352,9918.84
1353,11518.28
1354,9089.24
1355,13375.13
1356,10533.16
1357,9335.96
1358,15401.29
1359,12922.22
1360,8048.84
1361,3435.04
1362,10708.72
1363,12059.95
1364,11158.65
1365,15201.47
1366,13760.89
1367,18248.45
1368,12479.9
1369,14631.21
1370,13494.18
1371,9868.13
1372,6194
1373,14690.55
1374,11226.52
1375,11769.97
1376,6232.93
1377,16861.12
1378,19076.53
1379,14146.21
1380,18430.82
1381,11412.14
1382,11952.75
1383,13341.48
1384,19363.49
1385,9151.94
1386,8182.64
1387,8271.09
1388,13974.47
1389,7490.28
1390,11681.43
1391,16482.7
1392,17057.965
1393,7224.93
1394,18854.68
1395,7684.32
1396,12685.72
1397,11177.05
1398,10682.95
1399,14853.68
1400,13965.49
1401,14960.37
1402,18298.12
1403,11037.5
1404,9441.13
1405,15010.66
1406,6562.85
1407,7476.74
1408,15234.31
1409,10703.27
1410,10621.79
1411,8933.77
1412,13230.94
1413,8601.31
1414,11182.025
1415,12451.66
1416,13312.11
1417,14502.17
1418,10535.01
1419,18396.74
1420,15062.99
1421,30090.65
1422,13914.43
1423,19518.7
1424,18908.06
1425,12038.28
1426,18025.31
1427,14210.3
1428,14527.39
1429,14988.13
1430,18023.67
1431,17109.32
1432,13876.93
1433,8707.68
1434,22386.56
1435,8168.17
1436,11869.56
1437,16201.91983
1438,11873.7
1439,9157.388333
1440,15388.88
1441,16960.55
1442,18238.05667
1443,10904.85
1444,3055.47
1445,9749.95
1446,7762.87
1447,10374.57
1448,9454.52
1449,10272.14
1450,17405.99
1451,8665.37
1452,7145.88
1453,16709.58
1454,8618.3
1455,9102.34
1456,9268.65
1457,10668.8
1458,10409.42
1459,10258.38
1460,15275.39
1461,10047.58
1462,6424.97
1463,15462.52
1464,13840.95
1465,8544.5
1466,9599.44
1467,8625.18
1468,8642.23
1469,13814.57
1470,10541.12
1471,7682.95
1472,7943.54
1473,17580.64
1474,12113.45
1475,17154.51
1476,14048.43
1477,8493.6
1478,14205.23
1479,8576.92
1480,11211
1481,5291.83
1482,9510.56
1483,6499.57
1484,5380
1485,5414.7
1486,7657.12
1487,8168.83
1488,7445.52
1489,10749.31833
1490,9424.98
1491,8608.19
1492,11947.49
1493,18222.75
1494,10366.09
1495,14479.01
1496,11622.71
1497,10966.16
1498,9666.68
1499,19293.95
1500,7658.59
1501,11508.82
1502,10136.24
1503,8289.11
1504,14548.83
1505,9379.72
1506,17726.77
1507,16095.8
1508,14783.62
1509,11149.97
1510,16921.19
1511,18386.19
1512,10462.04
1513,12116.86
1514,18544.68
1515,17207.89
1516,7936.06
1517,10982.4
1518,8168.05
1519,7221.06
1520,10259.61
1521,14263.96
1522,12505.07
1523,17025.82
1524,8034.52
1525,17695.7
1526,9355.06
1527,7044.41
1528,20557.75
1529,10243.88
1530,7748.86
1531,12237.72
1532,17059.17
1533,2520.08
1534,10913.6
1535,18569.13
1536,8428.45
1537,3363.27
1538,18110.58
1539,21197.46
1540,7623.8425
1541,18090.5
1542,16284.63
1543,10692.09
1544,10644.55
1545,13116.24
1546,14696.56
1547,11745.65
1548,9372.23
1549,7224.02
1550,10110.44
1551,8648.17
1552,9845.85
1553,10675.23
1554,8149.53
1555,11865.54
1556,8029.35
1557,10971.36
1558,11202.33
1559,18655.38
1560,13284.32
1561,19518.7
1562,11296.63
1563,12858.91
1564,10207.39
1565,9055.88
1566,13899.22
1567,7825.19
1568,6913.1
1569,4592.42
1570,7032.51
1571,8134.4
1572,10795.27
1573,25266.89
1574,8030.21
1575,9427.23
1576,15337.65
1577,11499.93
1578,9737.56
1579,9015.3
1580,7159.92
1581,31499.07
1582,14153.03
1583,9707.582738
1584,10671.83
1585,14059.85
1586,9115.46
1587,10206.84
1588,16576.29
1589,9312.78
1590,10748.04
1591,1898.08
1592,9638.05
1593,16869.19
1594,13474.18
1595,14619.42
1596,7646.67
1597,10263.71
1598,11711.8
1599,10674.94
1600,14179.09
1601,9441.36
1602,8614.45
1603,10720.28
1604,10282.96
1605,7430.4
1606,7372.48
1607,13118.13
1608,16378.15
1609,11533.05
1610,15885.06
1611,10450.85
1612,10880.9
1613,17870.69
1614,9766.24
1615,14079.55
1616,5287.1
